COD_EST,FECHA,T_MED,LLUVIA
AL008,2009-03-12T00:00:00,8.163835,0
AL008,2009-03-13T00:00:00,9.935542,0
AL008,2009-03-14T00:00:00,12.79454,0
AL008,2009-03-15T00:00:00,11.37788,0
AL008,2009-03-16T00:00:00,9.115374,0
AL008,2009-03-17T00:00:00,6.116001,0
AL008,2009-03-18T00:00:00,6.264625,0.1
AL008,2009-03-19T00:00:00,8.758832,0.2
AL008,2009-03-20T00:00:00,12.14688,0
AL008,2009-03-21T00:00:00,7.786959,0
AL008,2009-03-22T00:00:00,7.306208,0.2
AL008,2009-03-23T00:00:00,6.324293,0
AL008,2009-03-24T00:00:00,9.017417,0
AL008,2009-03-25T00:00:00,10.16008,0
AL008,2009-03-26T00:00:00,11.76596,0
AL008,2009-03-27T00:00:00,13.26683,0
AL008,2009-03-28T00:00:00,11.825,1.6
AL008,2009-03-29T00:00:00,6.260292,19
AL008,2009-03-30T00:00:00,2.266292,3.9
AL008,2009-03-31T00:00:00,5.069916,2.6
AL008,2009-04-01T00:00:00,6.940125,0.1
AL008,2009-04-02T00:00:00,8.805167,0
AL008,2009-04-03T00:00:00,9.144709,0
AL008,2009-04-04T00:00:00,11.25542,0
AL008,2009-04-05T00:00:00,13.517,0.1
AL008,2009-04-06T00:00:00,14.535,0
AL008,2009-04-07T00:00:00,9.132375,1.2
AL008,2009-04-08T00:00:00,8.617167,0
AL008,2009-04-09T00:00:00,7.772958,0
AL008,2009-04-10T00:00:00,7.136209,0.2
AL008,2009-04-11T00:00:00,5.435833,0
AL008,2009-04-12T00:00:00,7.802,0
AL008,2009-04-13T00:00:00,10.761,0
AL008,2009-04-14T00:00:00,11.14558,0
AL008,2009-04-15T00:00:00,6.878209,0.7
AL008,2009-04-16T00:00:00,8.110208,0
AL008,2009-04-17T00:00:00,8.520208,0.1
AL008,2009-04-18T00:00:00,9.482709,2.4
AL008,2009-04-19T00:00:00,7.187582,5
AL008,2009-04-20T00:00:00,9.587457,0
AL008,2009-04-21T00:00:00,10.81096,0
AL008,2009-04-22T00:00:00,11.74508,0
AL008,2009-04-23T00:00:00,12.78313,0
AL008,2009-04-24T00:00:00,14.80217,0
AL008,2009-04-25T00:00:00,15.08458,0
AL008,2009-04-26T00:00:00,7.34125,1.7
AL008,2009-04-27T00:00:00,9.681417,0
AL008,2009-04-28T00:00:00,10.22025,0
AL008,2009-04-29T00:00:00,12.59429,0
AL008,2009-04-30T00:00:00,12.31646,0
AL008,2009-05-01T00:00:00,10.63537,1.8
AL008,2009-05-02T00:00:00,9.424915,0.1
AL008,2009-05-03T00:00:00,10.57775,0
AL008,2009-05-04T00:00:00,11.50625,0
AL008,2009-05-05T00:00:00,13.61225,0
AL008,2009-05-06T00:00:00,14.57492,0
AL008,2009-05-07T00:00:00,16.16237,0
AL008,2009-05-08T00:00:00,15.19563,0
AL008,2009-05-09T00:00:00,14.47833,1.1
AL008,2009-05-10T00:00:00,16.28,1.8
AL008,2009-05-11T00:00:00,18.32208,0
AL008,2009-05-12T00:00:00,17.06625,0
AL008,2009-05-13T00:00:00,13.98292,4.6
AL008,2009-05-14T00:00:00,13.3425,0
AL008,2009-05-15T00:00:00,13.61204,0
AL008,2009-05-16T00:00:00,15.65421,0
AL008,2009-05-17T00:00:00,18.12292,0
AL008,2009-05-18T00:00:00,18.63167,0
AL008,2009-05-19T00:00:00,17.14167,0
AL008,2009-05-20T00:00:00,20.34834,0
AL008,2009-05-21T00:00:00,21.77042,0
AL008,2009-05-22T00:00:00,20.44208,0
AL008,2009-05-23T00:00:00,18.15375,0
AL008,2009-05-24T00:00:00,16.25083,0
AL008,2009-05-25T00:00:00,16.42667,0
AL008,2009-05-26T00:00:00,17.36791,0
AL008,2009-05-27T00:00:00,14.55583,0
AL008,2009-05-28T00:00:00,14.98917,0
AL008,2009-05-29T00:00:00,16.81238,0
AL008,2009-05-30T00:00:00,18.51167,0
AL008,2009-05-31T00:00:00,19.44541,0.3
AL008,2009-06-01T00:00:00,22.71791,0
AL008,2009-06-02T00:00:00,22.11375,0
AL008,2009-06-03T00:00:00,21.70583,0
AL008,2009-06-04T00:00:00,22.25958,0
AL008,2009-06-05T00:00:00,17.83209,0.5
AL008,2009-06-06T00:00:00,14.49333,0
AL008,2009-06-07T00:00:00,15.36542,0
AL008,2009-06-08T00:00:00,15.74667,0
AL008,2009-06-09T00:00:00,17.77209,0
AL008,2009-06-10T00:00:00,20.42625,0
AL008,2009-06-11T00:00:00,22.58917,0
AL008,2009-06-12T00:00:00,22.33417,0
AL008,2009-06-13T00:00:00,24.28084,0
AL008,2009-06-14T00:00:00,25.36125,0
AL008,2009-06-15T00:00:00,25.14667,0
AL008,2009-06-16T00:00:00,23.275,0
AL008,2009-06-17T00:00:00,22.23,0
AL008,2009-06-18T00:00:00,23.83625,0
AL008,2009-06-19T00:00:00,26.20583,0
AL008,2009-06-20T00:00:00,25.1325,0
AL008,2009-06-21T00:00:00,21.14125,0
AL008,2009-06-22T00:00:00,21.93417,0
AL008,2009-06-23T00:00:00,25.86917,0
AL008,2009-06-24T00:00:00,24.66,0
AL008,2009-06-25T00:00:00,22.375,0
AL008,2009-06-26T00:00:00,20.80458,0
AL008,2009-06-27T00:00:00,21.12792,0
AL008,2009-06-28T00:00:00,23.00167,0
AL008,2009-06-29T00:00:00,23.87917,0
AL008,2009-06-30T00:00:00,24.89875,0
AL008,2009-07-01T00:00:00,25.81875,0
AL008,2009-07-02T00:00:00,27.35084,0
AL008,2009-07-03T00:00:00,27.55667,0
AL008,2009-07-04T00:00:00,26.75417,0
AL008,2009-07-05T00:00:00,25.6625,0
AL008,2009-07-06T00:00:00,25.305,0
AL008,2009-07-07T00:00:00,23.56625,0
AL008,2009-07-08T00:00:00,21.44583,0
AL008,2009-07-09T00:00:00,21.61875,0
AL008,2009-07-10T00:00:00,21.47917,0
AL008,2009-07-11T00:00:00,22.10542,0
AL008,2009-07-12T00:00:00,24.52833,0
AL008,2009-07-13T00:00:00,25.16167,0
AL008,2009-07-14T00:00:00,24.48042,0.5
AL008,2009-07-15T00:00:00,24.90292,0
AL008,2009-07-16T00:00:00,25.07708,0
AL008,2009-07-17T00:00:00,24.99458,0
AL008,2009-07-18T00:00:00,20.20291,0
AL008,2009-07-19T00:00:00,20.17083,0
AL008,2009-07-20T00:00:00,23.09625,0
AL008,2009-07-21T00:00:00,26.3075,0
AL008,2009-07-22T00:00:00,31.38083,0
AL008,2009-07-23T00:00:00,27.90833,0
AL008,2009-07-24T00:00:00,29.3925,0
AL008,2009-07-25T00:00:00,24.98167,0
AL008,2009-07-26T00:00:00,25.48292,0
AL008,2009-07-27T00:00:00,28.77292,0
AL008,2009-07-28T00:00:00,26.26666,0
AL008,2009-07-29T00:00:00,29.18625,0
AL008,2009-07-30T00:00:00,25.52,0
AL008,2009-07-31T00:00:00,23.97584,0
AL008,2009-08-01T00:00:00,25.77125,0
AL008,2009-08-02T00:00:00,22.71,0
AL008,2009-08-03T00:00:00,22.01291,0.1
AL008,2009-08-04T00:00:00,22.95209,0.1
AL008,2009-08-05T00:00:00,24.07625,0
AL008,2009-08-06T00:00:00,25.41,0
AL008,2009-08-07T00:00:00,24.20083,0
AL008,2009-08-08T00:00:00,21.685,0
AL008,2009-08-09T00:00:00,21.08917,0.7
AL008,2009-08-10T00:00:00,19.225,0
AL008,2009-08-11T00:00:00,19.82542,0.3
AL008,2009-08-12T00:00:00,21.84,0
AL008,2009-08-13T00:00:00,21.5175,0
AL008,2009-08-14T00:00:00,21.30542,0
AL008,2009-08-15T00:00:00,21.42667,0
AL008,2009-08-16T00:00:00,21.9875,0
AL008,2009-08-17T00:00:00,22.41208,0
AL008,2009-08-18T00:00:00,22.35333,0
AL008,2009-08-19T00:00:00,22.91625,0
AL008,2009-08-20T00:00:00,22.87792,0
AL008,2009-08-21T00:00:00,22.68083,0
AL008,2009-08-22T00:00:00,22.32458,0
AL008,2009-08-23T00:00:00,22.45292,0
AL008,2009-08-24T00:00:00,23.4975,0
AL008,2009-08-25T00:00:00,22.87958,0
AL008,2009-08-26T00:00:00,22.03708,0
AL008,2009-08-27T00:00:00,21.95167,0
AL008,2009-08-28T00:00:00,22.93167,0
AL008,2009-08-29T00:00:00,21.20542,0
AL008,2009-08-30T00:00:00,21.95458,0
AL008,2009-08-31T00:00:00,21.71041,0
AL008,2009-09-01T00:00:00,22.27333,0
AL008,2009-09-02T00:00:00,24.135,0
AL008,2009-09-03T00:00:00,24.19125,0
AL008,2009-09-04T00:00:00,24.95958,0
AL008,2009-09-05T00:00:00,20.78542,0
AL008,2009-09-06T00:00:00,20.62459,0
AL008,2009-09-07T00:00:00,18.9775,0
AL008,2009-09-08T00:00:00,18.2325,0
AL008,2009-09-09T00:00:00,18.01708,0
AL008,2009-09-10T00:00:00,16.55083,0.1
AL008,2009-09-11T00:00:00,16.26584,0
AL008,2009-09-12T00:00:00,16.95875,0.4
AL008,2009-09-13T00:00:00,17.16625,0
AL008,2009-09-14T00:00:00,16.21459,1.9
AL008,2009-09-15T00:00:00,14.17375,2.3
AL008,2009-09-16T00:00:00,15.10792,2.5
AL008,2009-09-17T00:00:00,13.99304,0.1
AL008,2009-09-18T00:00:00,13.61667,0
AL008,2009-09-19T00:00:00,15.21292,0
AL008,2009-09-20T00:00:00,14.87959,0
AL008,2009-09-21T00:00:00,14.73125,0.1
AL008,2009-09-22T00:00:00,13.94438,0.1
AL008,2009-09-23T00:00:00,15.16792,0.8000001
AL008,2009-09-24T00:00:00,14.94104,0
AL008,2009-09-25T00:00:00,15.615,0
AL008,2009-09-26T00:00:00,14.23358,0
AL008,2009-09-27T00:00:00,13.495,22.6
AL008,2009-09-28T00:00:00,13.67375,8.5
AL008,2009-09-29T00:00:00,14.25833,8.6
AL008,2009-09-30T00:00:00,13.98958,7.3
AL008,2009-10-01T00:00:00,15.77375,0
AL008,2009-10-02T00:00:00,17.3175,0
AL008,2009-10-03T00:00:00,17.07875,0
AL008,2009-10-04T00:00:00,17.43792,0
AL008,2009-10-05T00:00:00,18.38292,0
AL008,2009-10-06T00:00:00,20.06167,0
AL008,2009-10-07T00:00:00,20.33333,0
AL008,2009-10-08T00:00:00,19.31917,0
AL008,2009-10-09T00:00:00,17.54875,0
AL008,2009-10-10T00:00:00,17.1475,0
AL008,2009-10-11T00:00:00,15.90875,0
AL008,2009-10-12T00:00:00,17.27375,0
AL008,2009-10-13T00:00:00,13.93292,1.4
AL008,2009-10-14T00:00:00,14.05425,0.2
AL008,2009-10-15T00:00:00,15.27958,0
AL008,2009-10-16T00:00:00,13.29917,0.5
AL008,2009-10-17T00:00:00,14.6075,0
AL008,2009-10-18T00:00:00,13.65162,0
AL008,2009-10-19T00:00:00,13.12,0
AL008,2009-10-20T00:00:00,12.55042,0
AL008,2009-10-21T00:00:00,10.92833,1.6
AL008,2009-10-22T00:00:00,12.78792,0.2
AL008,2009-10-23T00:00:00,13.71833,0
AL008,2009-10-24T00:00:00,17.36375,0
AL008,2009-10-25T00:00:00,17.69292,0
AL008,2009-10-26T00:00:00,15.0625,0
AL008,2009-10-27T00:00:00,14.35125,0
AL008,2009-10-28T00:00:00,13.5515,0.2
AL008,2009-10-29T00:00:00,17.7525,0
AL008,2009-10-30T00:00:00,19.21667,0
AL008,2009-10-31T00:00:00,17.86542,0
AL008,2009-11-01T00:00:00,17.94042,0
AL008,2009-11-02T00:00:00,15.72042,0
AL008,2009-11-03T00:00:00,14.35167,0
AL008,2009-11-04T00:00:00,12.32,0
AL008,2009-11-05T00:00:00,9.027083,0
AL008,2009-11-06T00:00:00,8.971124,0
AL008,2009-11-07T00:00:00,12.27125,0
AL008,2009-11-08T00:00:00,7.706791,0
AL008,2009-11-09T00:00:00,8.642334,0
AL008,2009-11-10T00:00:00,9.112792,0
AL008,2009-11-11T00:00:00,11.48829,0.1
AL008,2009-11-12T00:00:00,10.90933,0
AL008,2009-11-13T00:00:00,11.39296,0
AL008,2009-11-14T00:00:00,15.56783,0
AL008,2009-11-15T00:00:00,15.44191,0
AL008,2009-11-16T00:00:00,16.23583,0
AL008,2009-11-17T00:00:00,14.99,0
AL008,2009-11-18T00:00:00,12.40796,0
AL008,2009-11-19T00:00:00,9.900168,1.7
AL008,2009-11-20T00:00:00,9.40471,0.2
AL008,2009-11-21T00:00:00,8.842875,0.3
AL008,2009-11-22T00:00:00,11.6245,0
AL008,2009-11-23T00:00:00,8.45979,0
AL008,2009-11-24T00:00:00,7.588294,0
AL008,2009-11-25T00:00:00,11.16829,0
AL008,2009-11-26T00:00:00,11.2925,0
AL008,2009-11-27T00:00:00,8.264624,0
AL008,2009-11-28T00:00:00,7.97875,0
AL008,2009-11-29T00:00:00,6.540833,11.3
AL008,2009-11-30T00:00:00,3.011917,0.1
AL008,2009-12-01T00:00:00,4.20875,0
AL008,2009-12-02T00:00:00,8.250251,0
AL008,2009-12-03T00:00:00,7.417165,0.4
AL008,2009-12-04T00:00:00,6.421458,0
AL008,2009-12-05T00:00:00,6.606375,0
AL008,2009-12-06T00:00:00,8.549125,0
AL008,2009-12-07T00:00:00,8.287832,0
AL008,2009-12-08T00:00:00,9.898543,0
AL008,2009-12-09T00:00:00,9.258376,0.1
AL008,2009-12-10T00:00:00,7.033125,0.2
AL008,2009-12-11T00:00:00,8.49521,0.2
AL008,2009-12-12T00:00:00,8.627292,0
AL008,2009-12-13T00:00:00,6.52075,2.9
AL008,2009-12-14T00:00:00,1.371583,9.000001
AL008,2009-12-15T00:00:00,-1.119167,0
AL008,2009-12-16T00:00:00,5.630291,3
AL008,2009-12-17T00:00:00,8.466125,0
AL008,2009-12-18T00:00:00,7.105625,7
AL008,2009-12-19T00:00:00,1.009542,14.7
AL008,2009-12-20T00:00:00,-0.7687085,0.8000001
AL008,2009-12-21T00:00:00,6.546583,3.3
AL008,2009-12-22T00:00:00,8.697458,4.2
AL008,2009-12-23T00:00:00,9.248417,2.3
AL008,2009-12-24T00:00:00,10.57,28.1
AL008,2009-12-25T00:00:00,9.080041,12.9
AL008,2009-12-26T00:00:00,8.491084,14.9
AL008,2009-12-27T00:00:00,7.412459,0
AL008,2009-12-28T00:00:00,10.68254,0
AL008,2009-12-29T00:00:00,14.15875,0
AL008,2009-12-30T00:00:00,11.47892,0
AL008,2009-12-31T00:00:00,6.429709,11.2
AL008,2010-01-01T00:00:00,4.475792,0.4
AL008,2010-01-02T00:00:00,6.804,0
AL008,2010-01-03T00:00:00,6.682625,0
AL008,2010-01-04T00:00:00,8.29,2.5
AL008,2010-01-05T00:00:00,6.621,2.1
AL008,2010-01-06T00:00:00,4.429916,0.2
AL008,2010-01-07T00:00:00,3.365042,12
AL008,2010-01-08T00:00:00,-1.841458,0
AL008,2010-01-09T00:00:00,-2.656583,0
AL008,2010-01-10T00:00:00,-1.358916,0
AL008,2010-01-11T00:00:00,4.177334,4
AL008,2010-01-12T00:00:00,7.002834,7.8
AL008,2010-01-13T00:00:00,6.703291,3.6
AL008,2010-01-14T00:00:00,7.633249,1.6
AL008,2010-01-15T00:00:00,6.277208,0
AL008,2010-01-16T00:00:00,9.970122,0
AL008,2010-01-17T00:00:00,11.2885,0
AL008,2010-01-18T00:00:00,9.351374,0
AL008,2010-01-19T00:00:00,9.97325,0
AL008,2010-01-20T00:00:00,7.720125,0
AL008,2010-01-21T00:00:00,6.410958,0
AL008,2010-01-22T00:00:00,7.164333,0
AL008,2010-01-23T00:00:00,5.623959,0.5
AL008,2010-01-24T00:00:00,5.441916,0.2
AL008,2010-01-25T00:00:00,4.514667,0.3
AL008,2010-01-26T00:00:00,1.756083,20.2
AL008,2010-01-27T00:00:00,2.208332E-02,0.7
AL008,2010-01-28T00:00:00,1.402166,0.4
AL008,2010-01-29T00:00:00,3.039417,0
AL008,2010-01-30T00:00:00,3.532583,0
AL008,2010-01-31T00:00:00,3.145416,0
AL008,2010-02-01T00:00:00,3.32325,0
AL008,2010-02-02T00:00:00,3.12975,0
AL008,2010-02-03T00:00:00,4.276042,0.2
AL008,2010-02-04T00:00:00,7.277542,5.6
AL008,2010-02-05T00:00:00,8.474751,0.3
AL008,2010-02-06T00:00:00,8.21275,0
AL008,2010-02-07T00:00:00,9.753708,0
AL008,2010-02-08T00:00:00,7.953083,1.1
AL008,2010-02-09T00:00:00,5.185042,0.2
AL008,2010-02-10T00:00:00,5.139,0
AL008,2010-02-11T00:00:00,3.680792,0
AL008,2010-02-12T00:00:00,0.6951666,0
AL008,2010-02-13T00:00:00,-0.9475418,0
AL008,2010-02-14T00:00:00,-1.067636,3.7
AL008,2010-02-15T00:00:00,1.180208,5.5
AL008,2010-02-16T00:00:00,5.329291,1.4
AL008,2010-02-17T00:00:00,5.966,1.8
AL008,2010-02-18T00:00:00,3.996292,10.4
AL008,2010-02-19T00:00:00,5.118373,1.9
AL008,2010-02-20T00:00:00,3.438667,0
AL008,2010-02-21T00:00:00,5.8685,1.5
AL008,2010-02-22T00:00:00,8.828876,1.3
AL008,2010-02-23T00:00:00,8.673793,10.1
AL008,2010-02-24T00:00:00,9.313541,8.4
AL008,2010-02-25T00:00:00,9.717708,0.2
AL008,2010-02-26T00:00:00,10.46367,0.4
AL008,2010-02-27T00:00:00,13.50554,0
AL008,2010-02-28T00:00:00,8.918416,0.2
AL008,2010-03-01T00:00:00,7.185375,0.1
AL008,2010-03-02T00:00:00,5.435585,14.1
AL008,2010-03-03T00:00:00,7.739166,5.8
AL008,2010-03-04T00:00:00,8.922791,2
AL008,2010-03-05T00:00:00,6.987833,0.2
AL008,2010-03-06T00:00:00,3.208292,4.4
AL008,2010-03-07T00:00:00,6.007792,2.1
AL008,2010-03-08T00:00:00,6.245751,3.3
AL008,2010-03-09T00:00:00,0.7219584,5.7
AL008,2010-03-10T00:00:00,3.039083,0
AL008,2010-03-11T00:00:00,3.563334,0
AL008,2010-03-12T00:00:00,3.908667,7.5
AL008,2010-03-13T00:00:00,3.055834,0.1
AL008,2010-03-14T00:00:00,2.719541,0.1
AL008,2010-03-15T00:00:00,4.397375,0.1
AL008,2010-03-16T00:00:00,5.087792,0.2
AL008,2010-03-17T00:00:00,7.102959,0
AL008,2010-03-18T00:00:00,10.46387,0.1
AL008,2010-03-19T00:00:00,14.14917,0
AL008,2010-03-20T00:00:00,12.8725,3.8
AL008,2010-03-21T00:00:00,9.505834,10.6
AL008,2010-03-22T00:00:00,10.806,0
AL008,2010-03-23T00:00:00,9.586125,0.1
AL008,2010-03-24T00:00:00,8.683833,0.1
AL008,2010-03-25T00:00:00,10.98583,0
AL008,2010-03-26T00:00:00,9.081208,0
AL008,2010-03-27T00:00:00,10.10188,0
AL008,2010-03-28T00:00:00,10.49133,0
AL008,2010-03-29T00:00:00,8.917,0
AL008,2010-04-02T00:00:00,9.677374,0
AL008,2010-04-03T00:00:00,11.02817,0
AL008,2010-04-04T00:00:00,8.768667,0
AL008,2010-04-05T00:00:00,6.278709,0
AL008,2010-04-06T00:00:00,9.613334,0
AL008,2010-04-07T00:00:00,13.33875,0
AL008,2010-04-08T00:00:00,9.252042,0
AL008,2010-04-09T00:00:00,8.074625,0
AL008,2010-04-10T00:00:00,6.457293,0.1
AL008,2010-04-11T00:00:00,8.909501,0.1
AL008,2010-04-12T00:00:00,11.59042,0
AL008,2010-04-13T00:00:00,7.948832,2.1
AL008,2010-04-14T00:00:00,8.110125,0.3
AL008,2010-04-15T00:00:00,8.352876,0.7
AL008,2010-04-16T00:00:00,9.458329,4.1
AL008,2010-04-17T00:00:00,9.353042,2.4
AL008,2010-04-18T00:00:00,9.591001,4.7
AL008,2010-04-19T00:00:00,11.40867,0
AL008,2010-04-20T00:00:00,11.98079,0
AL008,2010-04-21T00:00:00,11.93129,2.2
AL008,2010-04-22T00:00:00,12.775,1.8
AL008,2010-04-23T00:00:00,13.69458,0
AL008,2010-04-24T00:00:00,14.46458,0
AL008,2010-04-25T00:00:00,14.58167,0
AL008,2010-04-26T00:00:00,14.20233,0.1
AL008,2010-04-27T00:00:00,16.68308,0
AL008,2010-04-28T00:00:00,15.01667,0
AL008,2010-04-29T00:00:00,15.695,0
AL008,2010-04-30T00:00:00,17.48,0
AL008,2010-05-01T00:00:00,16.47417,0
AL008,2010-05-02T00:00:00,14.92375,0
AL008,2010-05-03T00:00:00,12.71638,0
AL008,2010-05-04T00:00:00,7.473876,0
AL008,2010-05-05T00:00:00,8.576999,0
AL008,2010-05-06T00:00:00,10.81117,0
AL008,2010-05-07T00:00:00,12.50671,0
AL008,2010-05-08T00:00:00,13.37729,0
AL008,2010-05-09T00:00:00,14.07188,0
AL008,2010-05-10T00:00:00,13.19292,0.1
AL008,2010-05-11T00:00:00,12.81375,0
AL008,2010-05-12T00:00:00,10.15038,0
AL008,2010-05-13T00:00:00,10.02979,0.1
AL008,2010-05-14T00:00:00,7.815041,1.3
AL008,2010-05-15T00:00:00,10.64958,0.1
AL008,2010-05-16T00:00:00,11.82646,0
AL008,2010-05-17T00:00:00,12.76367,0
AL008,2010-05-18T00:00:00,14.27767,0
AL008,2010-05-19T00:00:00,17.10312,0
AL008,2010-05-20T00:00:00,12.79092,0
AL008,2010-05-21T00:00:00,14.80954,0
AL008,2010-05-22T00:00:00,14.73087,0
AL008,2010-05-23T00:00:00,14.80108,0
AL008,2010-05-24T00:00:00,15.37825,0
AL008,2010-05-25T00:00:00,15.86767,0
AL008,2010-05-26T00:00:00,19.14917,0
AL008,2010-05-27T00:00:00,17.54334,1.2
AL008,2010-05-28T00:00:00,13.39958,5.4
AL008,2010-05-29T00:00:00,15.89792,0
AL008,2010-05-30T00:00:00,19.10417,0
AL008,2010-05-31T00:00:00,22.2625,0
AL008,2010-06-01T00:00:00,23.37625,0
AL008,2010-06-02T00:00:00,23.27958,0
AL008,2010-06-03T00:00:00,22.34,0
AL008,2010-06-04T00:00:00,22.42542,0
AL008,2010-06-05T00:00:00,21.76875,0
AL008,2010-06-06T00:00:00,21.40458,0
AL008,2010-06-07T00:00:00,19.68708,0
AL008,2010-06-08T00:00:00,21.98292,0
AL008,2010-06-09T00:00:00,17.08167,0.3
AL008,2010-06-10T00:00:00,14.86708,0.1
AL008,2010-06-11T00:00:00,14.39125,0
AL008,2010-06-12T00:00:00,14.30667,3.6
AL008,2010-06-13T00:00:00,13.65125,2.9
AL008,2010-06-14T00:00:00,13.58667,8.8
AL008,2010-06-15T00:00:00,14.48917,2.1
AL008,2010-06-16T00:00:00,13.91583,10.8
AL008,2010-06-17T00:00:00,15.52475,0
AL008,2010-06-18T00:00:00,17.69167,0
AL008,2010-06-19T00:00:00,17.91791,0
AL008,2010-06-20T00:00:00,18.91833,0
AL008,2010-06-21T00:00:00,16.82083,0
AL008,2010-06-22T00:00:00,19.80167,0
AL008,2010-06-23T00:00:00,20.34291,0
AL008,2010-06-24T00:00:00,20.52167,0
AL008,2010-06-25T00:00:00,19.28458,0
AL008,2010-06-26T00:00:00,19.00834,0
AL008,2010-06-27T00:00:00,18.73042,0
AL008,2010-06-28T00:00:00,19.46959,2.7
AL008,2010-06-29T00:00:00,20.69792,0
AL008,2010-06-30T00:00:00,21.44792,0
AL008,2010-07-01T00:00:00,22.535,0
AL008,2010-07-02T00:00:00,21.69666,0
AL008,2010-07-03T00:00:00,19.015,0.3
AL008,2010-07-04T00:00:00,21.73417,0
AL008,2010-07-05T00:00:00,22.81625,0
AL008,2010-07-06T00:00:00,22.0225,0
AL008,2010-07-07T00:00:00,23.51917,0
AL008,2010-07-08T00:00:00,26.30167,0
AL008,2010-07-09T00:00:00,25.875,0
AL008,2010-07-10T00:00:00,24.26,0
AL008,2010-07-11T00:00:00,24.20625,0
AL008,2010-07-12T00:00:00,25.13708,0
AL008,2010-07-13T00:00:00,26.29209,0
AL008,2010-07-14T00:00:00,26.07375,0
AL008,2010-07-15T00:00:00,25.26625,0
AL008,2010-07-16T00:00:00,25.19167,0
AL008,2010-07-17T00:00:00,25.17125,0
AL008,2010-07-18T00:00:00,23.27542,0
AL008,2010-07-19T00:00:00,25.19708,0
AL008,2010-07-20T00:00:00,23.56833,0
AL008,2010-07-21T00:00:00,25.345,0
AL008,2010-07-22T00:00:00,24.88333,0
AL008,2010-07-23T00:00:00,18.385,0
AL008,2010-08-01T00:00:00,23.15916,0
AL008,2010-08-02T00:00:00,24.88125,0
AL008,2010-08-03T00:00:00,21.87291,0
AL008,2010-08-04T00:00:00,22.64834,0
AL008,2010-08-05T00:00:00,23.8375,0
AL008,2010-08-06T00:00:00,21.36833,0
AL008,2010-08-07T00:00:00,21.825,0
AL008,2010-08-08T00:00:00,23.22667,0
AL008,2010-08-09T00:00:00,25.4625,0
AL008,2010-08-10T00:00:00,24.9075,2
AL008,2010-08-11T00:00:00,26.515,0
AL008,2010-08-12T00:00:00,25.77042,0
AL008,2010-08-13T00:00:00,19.81042,5.8
AL008,2010-08-14T00:00:00,19.34,0
AL008,2010-08-15T00:00:00,21.19584,0.4
AL008,2010-08-16T00:00:00,18.275,0
AL008,2010-08-17T00:00:00,18.36875,3.2
AL008,2010-08-18T00:00:00,19.07,19.5
AL008,2010-08-19T00:00:00,19.07541,9.099999
AL008,2010-08-20T00:00:00,21.29917,0.3
AL008,2010-08-21T00:00:00,22.5175,0.2
AL008,2010-08-22T00:00:00,24.41708,0.1
AL008,2010-08-23T00:00:00,26.63458,0
AL008,2010-08-24T00:00:00,25.43791,0
AL008,2010-08-25T00:00:00,23.66334,0
AL008,2010-08-26T00:00:00,24.96708,0
AL008,2010-08-27T00:00:00,29.90667,0
AL008,2010-08-28T00:00:00,25.88458,0
AL008,2010-08-29T00:00:00,22.18583,0
AL008,2010-08-30T00:00:00,23.04333,0
AL008,2010-08-31T00:00:00,20.82833,0
AL008,2010-09-01T00:00:00,19.87542,0
AL008,2010-09-02T00:00:00,17.75167,1.6
AL008,2010-09-03T00:00:00,18.65,0.2
AL008,2010-09-04T00:00:00,20.01584,0.1
AL008,2010-09-05T00:00:00,21.0675,0
AL008,2010-09-06T00:00:00,21.49667,0
AL008,2010-09-07T00:00:00,20.52792,0
AL008,2010-09-08T00:00:00,19.355,0
AL008,2010-09-09T00:00:00,18.61833,0
AL008,2010-09-10T00:00:00,17.25125,0.1
AL008,2010-09-11T00:00:00,17.19958,0.1
AL008,2010-09-12T00:00:00,19.52291,0.1
AL008,2010-09-13T00:00:00,19.64042,0
AL008,2010-09-14T00:00:00,22.53875,0
AL008,2010-09-15T00:00:00,20.66166,0
AL008,2010-09-16T00:00:00,19.03625,0.3
AL008,2010-09-17T00:00:00,17.45834,4.400001
AL008,2010-09-18T00:00:00,17.60875,0
AL008,2010-09-19T00:00:00,17.41916,0
AL008,2010-09-20T00:00:00,16.98417,2
AL008,2010-09-21T00:00:00,17.78125,0
AL008,2010-09-22T00:00:00,17.435,0.2
AL008,2010-09-23T00:00:00,18.3975,1.6
AL008,2010-09-24T00:00:00,16.635,0.1
AL008,2010-09-25T00:00:00,17.35416,0
AL008,2010-09-26T00:00:00,15.1825,0
AL008,2010-09-27T00:00:00,15.81542,0
AL008,2010-09-28T00:00:00,15.975,0
AL008,2010-09-29T00:00:00,17.13583,0
AL008,2010-09-30T00:00:00,18.65042,0
AL008,2010-10-01T00:00:00,18.87625,0
AL008,2010-10-02T00:00:00,19.2575,0
AL008,2010-10-03T00:00:00,17.92417,0
AL008,2010-10-04T00:00:00,14.4725,0.6
AL008,2010-10-05T00:00:00,14.11458,0
AL008,2010-10-06T00:00:00,16.17792,0
AL008,2010-10-07T00:00:00,16.6425,0
AL008,2010-10-08T00:00:00,17.88875,0
AL008,2010-10-09T00:00:00,14.82083,12.5
AL008,2010-10-10T00:00:00,11.45542,0
AL008,2010-10-11T00:00:00,11.45034,0
AL008,2010-10-12T00:00:00,12.38375,0.3
